varname,groupname,is_derived,adjfactor_type,delay_0,dimensions,value_type,coverage,update_frequency,empty_value,lower_bound,upper_bound,units,data_types,author,birthday,num_comments,description
pe_sp_keydev_OPERATING_RESULTS_RELEASE_DATE_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,737.0,125.63157894736842,0.0,-0.8,1.44,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. OPERATING_RESULTS_RELEASE_DAT: Scheduled release date of company's quarterly
pe_sp_keydev_POTENTIAL_BUYBACK_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,854.0,276.05555555555554,0.0,-0.67,34.08,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. POTENTIAL_BUYBAC: Pertinent to speculations or intentions of a company to announce a buyback plan or where a company is seeking shareholder's approval through Annual General Meeting
pe_sp_keydev_PREFERRED_DIVIDEND_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1154.0,24.297202797202797,0.0,-24.59,61.86,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. PREFERRED_DIVIDEN: When a company announces dividend payments on preferential shares. This only includes dividends paid in cash
pe_sp_keydev_PREFERRED_STOCK_BUYBACKS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,737.0,140.8,0.0,-1.09,1.68,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. PREFERRED_STOCK_BUYBACK: Repurchase of outstanding Preferred shares by a company in order to reduce the number of preferred shares in the market. Companies buyback preferred shares to increase the value of shares (reducing supply)
pe_sp_keydev_PRIVATE_PLACEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1307.0,9.0561797752809,0.0,-48.86,152.34,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. PRIVATE_PLACEMENT: Announcements of sales of securities directly to institutional investors
pe_sp_keydev_PRIVATIZATION_GOVERNMENT_ENTITIES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,600.0,291.5625,0.0,0.0,3.51,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. PRIVATIZATION_GOVERNMENT_ENTITIE: This development is used for the potential conversion of ownership in a government or state-controlled entity into private or public ownership through the means of share sale
pe_sp_keydev_PRODUCT_RELATED_ANNOUNCEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1338.0,4.028438886647842,0.0,-204.28,646.74,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. PRODUCT_RELATED_ANNOUNCEMENT: Announcements pertaining to the introduction
pe_sp_keydev_PUBLIC_OFFERING_LEAD_UNDERWRITER_CHANGE_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1173.0,49.73076923076923,0.0,-279.42,726.92,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. PUBLIC_OFFERING_LEAD_UNDERWRITER_CHANG: Lead or Co-lead underwriter of a Public Offering is changed after the initial announcement
pe_sp_keydev_REGULATORY_AUTHORITY_COMPLIANCE_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1023.0,113.66666666666667,0.0,-0.93,1.02,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. REGULATORY_AUTHORITY_COMPLIANC: Announcements such as approvals
pe_sp_keydev_REGULATORY_AUTHORITY_ENFORCEMENT_ACTIONS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,943.0,166.53333333333333,0.0,-0.58,0.43,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. REGULATORY_AUTHORITY_ENFORCEMENT_ACTION: Announcements such as complaints
pe_sp_keydev_REGULATORY_AUTHORITY_REGULATIONS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,452.0,632.0,0.0,0.0,6.87,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. REGULATORY_AUTHORITY_REGULATION: Announcements related to rules
pe_sp_keydev_REGULATORY_OR_AGENCY_INQUIRIES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,814.0,240.23333333333335,0.0,-1.0,0.8,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. REGULATORY_OR_AGENCY_INQUIRIE: Includes announcements that the Securities and Exchange Commission (SEC) is launching an inquiry into a company
pe_sp_keydev_RESTATEMENT_OPERATING_RESULTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,610.0,503.25,0.0,-0.44,0.36,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. RESTATEMENT_OPERATING_RESULT: The restatement of a company's announcement of operating results due to needs for a correction or change in the initial announcement. This pertains to whenever there is a revision in a company's earlier financial statements. The need for restating financial figures can result from fraud
pe_sp_keydev_SALES_OR_TRADING_STATEMENTS_ANNOUNCEMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1115.0,46.7962962962963,0.0,-17.34,7.64,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SALES_OR_TRADING_STATEMENTS_ANNOUNCEMENT: Announcements of results other than earnings results
pe_sp_keydev_SALES_OR_TRADING_STATEMENTS_CALLS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,669.0,57.69230769230769,0.0,-0.97,1.0,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SALES_OR_TRADING_STATEMENTS_CALL: Includes all calls regarding sales
pe_sp_keydev_SALES_OR_TRADING_STATEMENTS_RELEASE_DATE_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,848.0,53.374686716791985,0.0,-28.94,9.14,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SALES_OR_TRADING_STATEMENTS_RELEASE_DAT: Future dates when Sales
pe_sp_keydev_SEEKING_ACQUISITIONS_INVESTMENTS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1296.0,14.496637168141593,0.0,-42.93,16.46,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SEEKING_ACQUISITIONS_INVESTMENT: This development is used when a company seeks to acquire or purchase a majority or minority interest in other companies
pe_sp_keydev_SEEKING_FINANCING_PARTNERS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1078.0,86.66071428571428,0.0,-4.53,1.61,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SEEKING_FINANCING_PARTNER: This development is used when a company seeks equity funding or venture capital for general corporate purposes. The development is also used when a company is looking for joint ventures
pe_sp_keydev_SEEKING_SELL_OR_DIVEST_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1081.0,70.42857142857143,0.0,-27.0,12.96,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SEEKING_SELL_OR_DIVES: This development is used in cases where a company is looking for a complete or a partial sell-off or a spin-off of its assets
pe_sp_keydev_SHAREHOLDER_OR_ANALYST_CALLS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1287.0,14.125,0.0,-11.34,56.47,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SHAREHOLDER_OR_ANALYST_CALL: This pertains to when a company conducts a 'Conference Call' to update its shareholders and analysts on any special issues related to the company other than earnings and expectations. This also pertains to when a Company announces Webcast of its Annual General Meeting (AGM)
pe_sp_keydev_SHELF_REGISTRATION_FILINGS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1324.0,9.712980769230768,0.0,-111.93,39.59,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SHELF_REGISTRATION_FILING: A term used for the SEC rule 415
pe_sp_keydev_SPECIAL_CALLS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1282.0,13.618873517786561,0.0,-20.37,408.29,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SPECIAL_CALL: Pertinent to when a company conducts a 'Conference Call' to discuss any special issues (Agreements
pe_sp_keydev_SPECIAL_DIVIDEND_ANNOUNCED_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1039.0,101.5,0.0,-2.22,30.03,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SPECIAL_DIVIDEND_ANNOUNCE: An announcement of a non-recurring distribution of company assets
pe_sp_keydev_SPECIAL_SHAREHOLDERS_MEETINGS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1169.0,78.6875,0.0,-8.85,19.41,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SPECIAL_SHAREHOLDERS_MEETING: A meeting other than the annual general meeting between a company's shareholders
pe_sp_keydev_SPIN_OR_SPLIT_OFFS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,990.0,136.4,0.0,-13.9,74.22,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. SPIN_OR_SPLIT_OFF: Corporate events pertaining to a Spin-Off/Split-Off transaction. Also
pe_sp_keydev_STOCK_DIVIDENDS_BELOW_5_PERCENT_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,283.0,734.0,0.0,0.0,4.1,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. STOCK_DIVIDENDS_BELOW_5_PERCEN: A dividend payment made in the form of additional shares rather than a cash payout whose value is less than 5 percent of the value of the shares held. Stock dividends greater than 5 percent are considered 'Stock Splits & Significant Stock Dividends
pe_sp_keydev_STOCK_SPLITS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1001.0,180.57142857142858,0.0,-0.99,27.98,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. STOCK_SPLIT: When a company increases the number of outstanding shares of its stock but the proportionate equity of each shareholder remains the same
pe_sp_keydev_STRATEGIC_ALLIANCES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1305.0,10.948051948051948,0.0,-41.45,134.54,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. STRATEGIC_ALLIANCE: An agreement between two or more entities stating that the involved parties are going to collaborate in some way to achieve a common goal. This includes events where two or more companies are in discussions to form an alliance
pe_sp_keydev_STRATEGIC_ALTERNATIVES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,1113.0,88.12,0.0,-9.3,5.27,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. STRATEGIC_ALTERNATIVE: This development is used when a company is evaluating a range of alternatives
pe_sp_keydev_STRUCTURED_PRODUCT_OFFERINGS_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,346.0,308.25,0.0,-0.33,0.7,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. STRUCTURED_PRODUCT_OFFERING: Public offering of Mortgage-Backed (MBS) and Asset-Backed Securities (ABS)
pe_sp_keydev_TICKER_CHANGES_exposure,GROUP_sp_keydev_exposure,1,,1,2D,single,603.0,492.0,0.0,-0.46,0.16,Count,News,fzaidi|hwang|sliang|ssrivastava|yyoo,20240124.0,0,Exposure of pure equity ETFs to the S&P Keydev events. TICKER_CHANGE: When a public company changes its stock ticker to a different ticker on its primary stock exchange
pe_storage_warehousing_exposure,GROUP_industry_exposure,1,,0,2D,single,64.0,2.2330905612398055,0.0,0.0,0.02,Dimensionless,Risk,ssrivastava|tsingh,20221019.0,0,Exposure of pure equity etfs to specific USA industry
pe_technology_exposure,GROUP_sector_exposure,1,,0,2D,single,772.0,1.0201612903225807,0.0,-91.57,120.11,Dimensionless,Risk,ssrivastava|tsingh,20221017.0,0,Exposure of pure equity etfs to specific USA sector
pe_telecommunications_exposure,GROUP_industry_exposure,1,,0,2D,single,587.0,1.0242914979757085,0.0,-61.61,30.02,Dimensionless,Risk,ssrivastava|tsingh,20221019.0,0,Exposure of pure equity etfs to specific USA industry
pe_textiles_exposure,GROUP_industry_exposure,1,,0,2D,single,61.0,1.0811965811965811,0.0,0.0,0.01,Dimensionless,Risk,ssrivastava|tsingh,20221019.0,0,Exposure of pure equity etfs to specific USA industry
pe_toys_games_hobbies_exposure,GROUP_industry_exposure,1,,0,2D,single,240.0,1.1225147823326322,0.0,-16.26,10.88,Dimensionless,Risk,ssrivastava|tsingh,20221019.0,0,Exposure of pure equity etfs to specific USA industry
pe_transportation_exposure,GROUP_industry_exposure,1,,0,2D,single,511.0,1.027972027972028,0.0,-25.81,30.45,Dimensionless,Risk,ssrivastava|tsingh,20221019.0,0,Exposure of pure equity etfs to specific USA industry
pe_trucking_leasing_exposure,GROUP_industry_exposure,1,,0,2D,single,95.0,1.0541666666666667,0.0,0.0,0.04,Dimensionless,Risk,ssrivastava|tsingh,20221019.0,0,Exposure of pure equity etfs to specific USA industry
pe_utilities_exposure,GROUP_sector_exposure,1,,0,2D,single,583.0,1.0242914979757085,0.0,-38.3,22.2,Dimensionless,Risk,ssrivastava|tsingh,20221017.0,0,Exposure of pure equity etfs to specific USA sector
pe_water_exposure,GROUP_industry_exposure,1,,0,2D,single,272.0,1.0543942577030814,0.0,-21.48,15.36,Dimensionless,Risk,ssrivastava|tsingh,20221019.0,0,Exposure of pure equity etfs to specific USA industry
port_bbg_AVG_SELL_PRICE_INSIDER_SHARES,GROUP_port_from_US,1,,0,2D,single,968.0,1.0242914979757085,,-21735.7,165541.89,Dimensionless,Technical,ssrivastava|kkumar|ameshram|lhan|zliu|ctseng,20211207.0,0,Derived USA variable: bbg_AVG_SELL_PRICE_INSIDER_SHARES. Aggregated and normalized using constituent weights.
port_bbg_HIST_TRR_PREV_5YR,GROUP_port_from_US,1,,0,2D,single,990.0,1.0160642570281124,,-13451.79,132541.81,Dimensionless,Technical,ssrivastava|kkumar|ameshram|lhan|zliu|ctseng,20211207.0,0,Derived USA variable: bbg_HIST_TRR_PREV_5YR. Aggregated and normalized using constituent weights.
port_bbg_rec_high_barrat_month,GROUP_port_from_US,1,,0,2D,single,999.0,1.012,,-340.99,3377.34,Dimensionless,Analyst,ssrivastava|kkumar|ameshram|lhan|zliu|jzhou|ssrivastava,20211207.0,0,Derived USA variable: bbg_rec_high_barrat_month. Aggregated and normalized using constituent weights.
port_bbg_splc_customer_capex_avg_ret1,GROUP_port_from_US,1,,0,2D,single,747.0,1.012,,-9.64,0.19,Dimensionless,Classification,ssrivastava|kkumar|ameshram|lhan|zliu|ctseng,20211207.0,0,Derived USA variable: bbg_splc_customer_capex_avg_ret1. Aggregated and normalized using constituent weights.
port_count_11k,GROUP_port_from_US,1,,0,2D,single,848.0,17.21978021978022,,-300.57,16.66,Dimensionless,News,ssrivastava|kkumar|ameshram|lhan|zliu|wdeng,20211207.0,0,Derived USA variable: count_11k. Aggregated and normalized using constituent weights.
port_cs_AQPL1Q,GROUP_port_from_US,1,,0,2D,single,982.0,1.0160642570281124,,-2.24e+6,2.24e+7,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|zliu|wdeng,20211207.0,0,Derived USA variable: cs_AQPL1Q. Aggregated and normalized using constituent weights.
port_cs_TFVAQ,GROUP_port_from_US,1,,0,2D,single,989.0,1.0160642570281124,,-1.08e+7,1.07e+8,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|zliu|wdeng,20211207.0,0,Derived USA variable: cs_TFVAQ. Aggregated and normalized using constituent weights.
port_edgar8k_ARD_AMORT_OF_INTANGIBLE_ASSETS_alldays,GROUP_edgar_fundamental_earning_alldays,1,,0,2D,single,831.0,1.0160642570281124,,-223739.25,256547.56,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|zliu,20210928.0,0,Derived edgar fundamental variable on all days for each stock. Aggregated and normalized using constituent weights.
port_edgar8k_ARD_GROSS_PROFITS,GROUP_edgar_fundamental_earning,1,,0,2D,single,871.0,5.857142857142857,,-1.13e+6,4.56e+7,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|nelango52|zliu,20210916.0,0,Derived edgar fundamental variable on earning date for each stock. Aggregated and normalized using constituent weights.
port_edgar8k_ARD_REVENUES_alldays,GROUP_edgar_fundamental_earning_alldays,1,,0,2D,single,910.0,1.0160642570281124,,-5.20e+6,1.14e+6,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|zliu,20210928.0,0,Derived edgar fundamental variable on all days for each stock. Aggregated and normalized using constituent weights.
port_edgar8k_BS_RETAIN_EARN,GROUP_edgar_fundamental_earning,1,,0,2D,single,936.0,5.726136363636364,,-320173.62,1.38e+6,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|nelango52|zliu,20210916.0,0,Derived edgar fundamental variable on earning date for each stock. Aggregated and normalized using constituent weights.
port_edgar8k_CF_CASH_FROM_FNC_ACT,GROUP_edgar_fundamental_earning,1,,0,2D,single,939.0,4.315789473684211,,-6.18e+6,96812.84,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|nelango52|zliu,20210916.0,0,Derived edgar fundamental variable on earning date for each stock. Aggregated and normalized using constituent weights.
port_edgar8k_CF_CHANGE_IN_INVENTORIES_alldays,GROUP_edgar_fundamental_earning_alldays,1,,0,2D,single,887.0,1.0160642570281124,,-161642.23,149847.34,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|zliu,20210928.0,0,Derived edgar fundamental variable on all days for each stock. Aggregated and normalized using constituent weights.
port_edgar8k_CUR_ASSET_TO_TOT_ASSET_alldays,GROUP_edgar_fundamental_earning_alldays,1,,0,2D,single,960.0,1.0160642570281124,,-155.46,1620.11,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|zliu,20210928.0,0,Derived edgar fundamental variable on all days for each stock. Aggregated and normalized using constituent weights.
port_edgar8k_EBT_PLUS_INT_EXP_TO_INT_EXP,GROUP_edgar_fundamental_earning,1,,0,2D,single,950.0,4.78657616892911,,-1.38e+6,2.45e+6,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|nelango52|zliu,20210916.0,0,Derived edgar fundamental variable on earning date for each stock. Aggregated and normalized using constituent weights.
port_edgar8k_EV_TO_T12M_FREE_CASH_FLOW,GROUP_edgar_fundamental_earning,1,,0,2D,single,865.0,8.266666666666667,,-3692.32,1094.91,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|nelango52|zliu,20210916.0,0,Derived edgar fundamental variable on earning date for each stock. Aggregated and normalized using constituent weights.
port_edgar8k_FREE_CASH_FLOW_PER_SH,GROUP_edgar_fundamental_earning,1,,0,2D,single,915.0,5.478260869565218,,-5624.37,3.28e+7,Dimensionless,Fundamental,ssrivastava|kkumar|ameshram|lhan|nelango52|zliu,20210916.0,0,Derived edgar fundamental variable on earning date for each stock. Aggregated and normalized using constituent weights.
